Date,GMVP,Tangent Portfolio,Benchmark
2019-08-01,0.9848594758262627,0.9968487680219799,0.9819083727594761
2019-09-01,0.9733259406502985,0.9911262582392047,0.9987787152238157
2019-10-01,1.0371050614042947,1.0946044455557673,1.0191855327272208
2019-11-01,1.0964441549242998,1.163248010377738,1.053885780998057
2019-12-01,1.155917173637068,1.2829391442810274,1.0840161846241154
2020-01-01,1.1568147983098827,1.3279617780268083,1.082251305658196
2020-02-01,1.0712221521182632,1.3029527523840279,0.9912226249209918
2020-03-01,1.0281296156270916,1.3367842123060216,0.8672015613833831
2020-04-01,1.1422292079682073,1.5297918633522045,0.9772009093324864
2020-05-01,1.1610303850030497,1.631592188450639,1.0214503446858996
2020-06-01,1.1642966792637406,1.7262628780935672,1.0402331786432684
2020-07-01,1.2029266585885794,1.753476614745211,1.0975514014343148
2020-08-01,1.2820744977648568,1.935452160371218,1.1744509747833236
2020-09-01,1.2505266903516952,1.9311562147462067,1.1283796469685035
2020-10-01,1.1992627191135294,1.775558953756916,1.0971621368789168
2020-11-01,1.3296033959270506,1.9791222241617221,1.2151571360745022
2020-12-01,1.3974038451579494,2.1506464995163324,1.2602655419935516
2021-01-01,1.4403458228368695,2.355698528796054,1.2462303921905922
2021-02-01,1.4722417499085607,2.3588798603499583,1.2787463518735314
2021-03-01,1.540197349002396,2.3219316031396198,1.3330145984038178
2021-04-01,1.636026447527308,2.4272670489069745,1.4028983170861244
2021-05-01,1.708450385676775,2.588578622778297,1.4105953028088312
2021-06-01,1.7436463225971095,2.919166412743093,1.441930280358948
2021-07-01,1.8029169415840443,3.0031450618728472,1.4747313894352672
2021-08-01,1.8679827878174404,3.2203814788416434,1.517484466279957
2021-09-01,1.7437475744014883,2.9682609649915372,1.445298991549223
2021-10-01,1.934639035163238,3.478255636291084,1.545232508570864
2021-11-01,1.876503116806249,3.673738799470725,1.5323549948573163
2021-12-01,2.0460542244307107,3.8702196097047037,1.5991854606411913
2022-01-01,1.9748572927939965,3.4323354789108733,1.5150920292839654
2022-02-01,1.9740772024948345,3.4524199462664535,1.4675779979022958
2022-03-01,2.14909019530087,3.8884849667036274,1.520078088828991
2022-04-01,2.0425743624313775,3.554636022761346,1.386377018449763
2022-05-01,2.036712115529859,3.6364730469714415,1.3864507427973762
2022-06-01,1.9500941161296081,3.5252169497203,1.2700997965535663
2022-07-01,2.0795631213813617,3.8402693101057475,1.3858267071528012
2022-08-01,1.9534979866888156,3.4662461789889742,1.3270120439370894
2022-09-01,1.889168657962539,3.3714994526586772,1.203074862323876
2022-10-01,2.030712769450789,3.717391716104655,1.2991565279305504
2022-11-01,2.1337579520413947,3.979383472680875,1.3689899502245966
2022-12-01,2.0599473233436694,3.7200535593091444,1.2882585948663603
2023-01-01,2.0508656125056146,3.9747261534237244,1.367812244729446
2023-02-01,1.973648098526491,3.9951983801585653,1.3320952557890813
2023-03-01,2.0811761413827137,4.391595479790517,1.378787342610805
2023-04-01,2.239815875030141,4.697369377724632,1.3989760179612167
2023-05-01,2.296939979644551,5.3724296829321645,1.4024487623975679
2023-06-01,2.3885233488352062,5.815716335703674,1.4932257154456439
2023-07-01,2.463124853796286,5.989331504946537,1.5397231699896685
2023-08-01,2.5383004107712765,6.566305767833019,1.5124448337089997
2023-09-01,2.528507301791563,6.3565144447405295,1.4387594780840451
2023-10-01,2.575856183866178,6.3877102423314005,1.4071359925869351
2023-11-01,2.727203412594632,6.934315750483505,1.5326233514826297
2023-12-01,2.6926239051898953,6.937127786330445,1.6004101039709904
2024-01-01,2.822127052182699,7.609739286700488,1.625849755022185
2024-02-01,2.9810296426307117,8.721352946376067,1.709939745909856
2024-03-01,3.052321491381403,9.146151714814383,1.7629799905567314
2024-04-01,2.9650735738005163,9.029261527512594,1.689613451777233
2024-05-01,3.0965320661078346,9.930451121362928,1.7707507006270513
2024-06-01,3.206436691570315,10.849799102933583,1.8321422755396717
2024-07-01,3.3065376123987527,10.599019761138951,1.8528845388247173
