Date,GMVP,Tangent Portfolio,Benchmark
2019-08-01,0.9866455831475166,0.9954793749072852,0.9819083727594761
2019-09-01,0.9718870903311215,1.0136059181431045,0.9987787152238157
2019-10-01,1.0005577012014113,1.395126393412742,1.0191855327272208
2019-11-01,1.0504132646275988,1.5976893388198743,1.053885780998057
2019-12-01,1.0806150273774464,2.0759500288428776,1.0840161846241154
2020-01-01,1.0609774587970484,2.097404814400819,1.082251305658196
2020-02-01,0.9599017735875646,2.2805441260724764,0.9912226249209918
2020-03-01,0.9285683902817008,2.3291038241998265,0.8672015613833831
2020-04-01,1.0213398056118492,2.7112929233044563,0.9772009093324864
2020-05-01,1.0160518335011508,3.5268002569230767,1.0214503446858996
2020-06-01,1.0171519922511567,3.547264418749565,1.0402331786432684
2020-07-01,1.0423036015348617,3.513032924749756,1.0975514014343148
2020-08-01,1.0619074608851107,4.5410861814537045,1.1744509747833236
2020-09-01,1.0239374631744338,4.973260609778795,1.1283796469685035
2020-10-01,0.994465115691158,4.257926281741143,1.0971621368789168
2020-11-01,1.0692540857310655,5.442731013282273,1.2151571360745022
2020-12-01,1.1059906867365166,6.7111612208967895,1.2602655419935516
2021-01-01,1.1229062514180859,8.387541723848425,1.2462303921905922
2021-02-01,1.152921082943971,8.217716758916678,1.2787463518735314
2021-03-01,1.2122377370973934,7.664657106023763,1.3330145984038178
2021-04-01,1.29621526527014,7.455943515409538,1.4028983170861244
2021-05-01,1.3356659921255187,9.184797042666732,1.4105953028088312
2021-06-01,1.342723474455261,12.030375887703176,1.441930280358948
2021-07-01,1.3898435253811379,13.184085175363576,1.4747313894352672
2021-08-01,1.4285645598801409,15.087932014283297,1.517484466279957
2021-09-01,1.3278518161173192,13.236398697239741,1.445298991549223
2021-10-01,1.4205242444560284,17.882601234980942,1.545232508570864
2021-11-01,1.3511759129859298,22.08234290562535,1.5323549948573163
2021-12-01,1.4740045990863673,25.50639983693793,1.5991854606411913
2022-01-01,1.44074985889625,19.83803947718685,1.5150920292839654
2022-02-01,1.4423127036393613,18.43348698964366,1.4675779979022958
2022-03-01,1.533451195650194,23.862291401609482,1.520078088828991
2022-04-01,1.4550704058923611,24.376415553065982,1.386377018449763
2022-05-01,1.4486744004820564,26.631529217421367,1.3864507427973762
2022-06-01,1.3833577533025587,28.580090558622963,1.2700997965535663
2022-07-01,1.4755103975014756,27.148932175359466,1.3858267071528012
2022-08-01,1.400817558647127,23.16255337859857,1.3270120439370894
2022-09-01,1.3392083106528987,24.803230688932587,1.203074862323876
2022-10-01,1.4141630547032766,33.010046012348056,1.2991565279305504
2022-11-01,1.4789107806548452,38.112515018571656,1.3689899502245966
2022-12-01,1.450728266089016,34.26113480078127,1.2882585948663603
2023-01-01,1.415305180885909,38.75020764163548,1.367812244729446
2023-02-01,1.318837204735829,46.498564160590504,1.3320952557890813
2023-03-01,1.4022466281888946,51.4945725899203,1.378787342610805
2023-04-01,1.5305193462995552,54.70983866664357,1.3989760179612167
2023-05-01,1.5274944645835475,73.5410166148937,1.4024487623975679
2023-06-01,1.558970721807288,86.13391801612204,1.4932257154456439
2023-07-01,1.5947619602239598,97.59277050728763,1.5397231699896685
2023-08-01,1.625958166194903,120.38215840576392,1.5124448337089997
2023-09-01,1.6142604593510976,120.03234400535146,1.4387594780840451
2023-10-01,1.6850418675134247,100.02080192252232,1.4071359925869351
2023-11-01,1.7768028059873826,107.37750071547508,1.5326233514826297
2023-12-01,1.7543835032688402,108.95981148762853,1.6004101039709904
2024-01-01,1.8404753485429362,124.0817059551952,1.625849755022185
2024-02-01,1.9117083889848154,157.94621121698682,1.709939745909856
2024-03-01,1.957293041961532,170.0873982153969,1.7629799905567314
2024-04-01,1.8815185281602105,190.60549284105986,1.689613451777233
2024-05-01,1.939571817274648,245.69179578903243,1.7707507006270513
2024-06-01,1.9975261063053944,288.1132237711986,1.8321422755396717
2024-07-01,2.0254012580163825,300.09467281769065,1.8528845388247173
